,_id,ltable_id,rtable_id,name_name_cos_dlm_dc0_dlm_dc0,name_name_cos_qgm_3_qgm_3,name_name_dice_dlm_dc0_dlm_dc0,name_name_dice_qgm_3_qgm_3,name_name_lev_sim,name_name_jar,name_name_jwn,name_name_exm,name_name_mel_dlm_dc0_dlm_dc0,name_name_mel_qgm_3_qgm_3,name_name_overlap_coeff_dlm_dc0_dlm_dc0,name_name_overlap_coeff_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,name_name_jac_qgm_3_qgm_3,addr_addr_cos_dlm_dc0_dlm_dc0,addr_addr_cos_qgm_3_qgm_3,addr_addr_dice_dlm_dc0_dlm_dc0,addr_addr_dice_qgm_3_qgm_3,addr_addr_lev_sim,addr_addr_jar,addr_addr_jwn,addr_addr_exm,addr_addr_mel_dlm_dc0_dlm_dc0,addr_addr_mel_qgm_3_qgm_3,addr_addr_overlap_coeff_dlm_dc0_dlm_dc0,addr_addr_overlap_coeff_qgm_3_qgm_3,addr_addr_jac_dlm_dc0_dlm_dc0,addr_addr_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_cos_qgm_3_qgm_3,city_city_dice_dlm_dc0_dlm_dc0,city_city_dice_qgm_3_qgm_3,city_city_lev_sim,city_city_jar,city_city_jwn,city_city_exm,city_city_mel_dlm_dc0_dlm_dc0,city_city_mel_qgm_3_qgm_3,city_city_overlap_coeff_dlm_dc0_dlm_dc0,city_city_overlap_coeff_qgm_3_qgm_3,city_city_jac_dlm_dc0_dlm_dc0,city_city_jac_qgm_3_qgm_3,phone_phone_cos_dlm_dc0_dlm_dc0,phone_phone_cos_qgm_3_qgm_3,phone_phone_dice_dlm_dc0_dlm_dc0,phone_phone_dice_qgm_3_qgm_3,phone_phone_lev_sim,phone_phone_jar,phone_phone_jwn,phone_phone_exm,phone_phone_mel_dlm_dc0_dlm_dc0,phone_phone_mel_qgm_3_qgm_3,phone_phone_overlap_coeff_dlm_dc0_dlm_dc0,phone_phone_overlap_coeff_qgm_3_qgm_3,phone_phone_jac_dlm_dc0_dlm_dc0,phone_phone_jac_qgm_3_qgm_3,type_type_cos_dlm_dc0_dlm_dc0,type_type_cos_qgm_3_qgm_3,type_type_dice_dlm_dc0_dlm_dc0,type_type_dice_qgm_3_qgm_3,type_type_lev_sim,type_type_jar,type_type_jwn,type_type_exm,type_type_mel_dlm_dc0_dlm_dc0,type_type_mel_qgm_3_qgm_3,type_type_overlap_coeff_dlm_dc0_dlm_dc0,type_type_overlap_coeff_qgm_3_qgm_3,type_type_jac_dlm_dc0_dlm_dc0,type_type_jac_qgm_3_qgm_3,class_class_exm,class_class_anm,class_class_lev_sim,gold
10,10,928,1,0.0,0.18144368465060579,0.0,0.17777777777777778,0.31999999999999995,0.6182575821876526,0.6564318537712097,0,0.6895833313465118,0.6987654478461655,0.0,0.2222222222222222,0.0,0.0975609756097561,0.0,0.07490058862731383,0.0,0.07407407407407407,0.13725490196078427,0.3949579894542694,0.45546218752861023,0,0.4737878739833832,0.5127882800012264,0.0,0.08695652173913043,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.11111111111111116,0.5026454925537109,0.5026454925537109,0,0.4841269850730896,0.686419771777259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.5555555820465088,0.5555555820465088,0,0.5555555820465088,0.6539682745933533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.4545454680919647,0.4545454680919647,0,0.4545454680919647,0.6512820720672607,0.0,0.0,0.0,0.0,0,0.7378277153558053,0.33333333333333337,0
11,11,960,1,0.0,0.20833333333333334,0.0,0.2,0.30000000000000004,0.6204059720039368,0.6583653688430786,0,0.5472222328186035,0.711805572733283,0.0,0.2777777777777778,0.0,0.1111111111111111,0.0,0.1409814753700483,0.0,0.13793103448275862,0.2727272727272727,0.5940725803375244,0.634665310382843,0,0.4804629683494568,0.6876190662384033,0.0,0.17391304347826086,0.0,0.07407407407407407,0.0,0.16724840200141816,0.0,0.16666666666666666,0.36363636363636365,0.6818181872367859,0.7136363983154297,0,0.6500000059604645,0.716239333152771,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.16666666666666663,0.47777777910232544,0.47777777910232544,0,0.47777777910232544,0.6158730387687683,0.0,0.0,0.0,0.0,0.0,0.21081851067789195,0.0,0.21052631578947367,0.375,0.6904761791229248,0.6904761791229248,0,0.6904761791229248,0.7456790275043912,0.0,0.2222222222222222,0.0,0.11764705882352941,0,0.797752808988764,0.0,0
12,12,983,1,0.0,0.17149858514250885,0.0,0.17142857142857143,0.25,0.5527777671813965,0.5974999666213989,0,0.7277777791023254,0.758169949054718,0.0,0.17647058823529413,0.0,0.09375,0.0,0.2502172968684897,0.0,0.25,0.41666666666666663,0.6001082062721252,0.6400973796844482,0,0.6195555567741394,0.6538461676010718,0.0,0.2608695652173913,0.0,0.14285714285714285,0.0,0.16724840200141816,0.0,0.16666666666666666,0.36363636363636365,0.6818181872367859,0.7136363983154297,0,0.6500000059604645,0.716239333152771,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.07142857142857142,0.0,0.07142857142857142,0.33333333333333337,0.6269841194152832,0.6269841194152832,0,0.6269841194152832,0.723809540271759,0.0,0.07142857142857142,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.10526315789473684,0.39985379576683044,0.39985379576683044,0,0.2118055522441864,0.5407407624380929,0.0,0.0,0.0,0.0,0,0.8408239700374531,0.0,0
13,13,1036,1,0.2886751345948129,0.251259453814803,0.2857142857142857,0.25,0.37037037037037035,0.678791880607605,0.7109127044677734,0,0.7912698537111282,0.6015325784683228,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.14285714285714285,0.0,0.1563858105428061,0.0,0.15384615384615385,0.38095238095238093,0.6164020895957947,0.6547619104385376,0,0.645370364189148,0.7388889044523239,0.0,0.1875,0.0,0.08333333333333333,0.0,0.14625448482542613,0.0,0.14285714285714285,0.19999999999999996,0.5629629492759705,0.6066666841506958,0,0.5063888728618622,0.6196078623042387,0.0,0.18181818181818182,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.25,0.47777777910232544,0.47777777910232544,0,0.47777777910232544,0.576190492936543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.644444465637207,0.0,0.0,0.0,0.0,0,0.9400749063670412,0.33333333333333337,0
14,14,1054,1,0.0,0.18257418583505539,0.0,0.18181818181818182,0.3125,0.5566239356994629,0.6009615659713745,0,0.7083333134651184,0.7688889026641845,0.0,0.2,0.0,0.1,0.0,0.13043478260869568,0.0,0.13043478260869565,0.1428571428571429,0.5079365372657776,0.5571429133415222,0,0.5237036943435669,0.5188405928404435,0.0,0.13043478260869565,0.0,0.06976744186046512,0.0,0.14625448482542613,0.0,0.14285714285714285,0.19999999999999996,0.5629629492759705,0.6066666841506958,0,0.5063888728618622,0.6196078623042387,0.0,0.18181818181818182,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.33333333333333337,0.5555555820465088,0.5555555820465088,0,0.5555555820465088,0.6968254148960114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.644444465637207,0.0,0.0,0.0,0.0,0,0.9737827715355806,0.33333333333333337,0
15,15,543,4,0.0,0.20100756305184242,0.0,0.2,0.30000000000000004,0.574999988079071,0.6175000071525574,0,0.5281944423913956,0.7202020368792794,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.11803342130469505,0.0,0.11320754716981132,0.28125,0.5669117569923401,0.6535294055938721,0,0.5803703765074412,0.6959064477368405,0.0,0.15789473684210525,0.0,0.06,0.0,0.18786728732554484,0.0,0.1875,0.2666666666666667,0.6329059600830078,0.6696153879165649,0,0.6180555522441864,0.6977777918179829,0.0,0.2,0.0,0.10344827586206896,0.0,0.21428571428571427,0.0,0.21428571428571427,0.33333333333333337,0.6944444179534912,0.7861111164093018,0,0.7861111164093018,0.7396825551986694,0.0,0.21428571428571427,0.0,0.12,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.016759776536312887,0.0,0
16,16,549,4,0.0,0.20412414523193154,0.0,0.2,0.25,0.5375000238418579,0.5837500095367432,0,0.6583333164453506,0.7777777910232544,0.0,0.25,0.0,0.1111111111111111,0.6708203932499369,0.7261081981828944,0.6666666666666666,0.7213114754098361,0.6875,0.7497727274894714,0.7998181581497192,0,0.9200000017881393,0.9168724307307491,0.75,0.8148148148148148,0.5,0.5641025641025641,0.0,0.18786728732554484,0.0,0.1875,0.2666666666666667,0.6329059600830078,0.6696153879165649,0,0.6180555522441864,0.6977777918179829,0.0,0.2,0.0,0.10344827586206896,0.0,0.21428571428571427,0.0,0.21428571428571427,0.33333333333333337,0.6746031641960144,0.7722222208976746,0,0.7722222208976746,0.7269841389996665,0.0,0.21428571428571427,0.0,0.12,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.027932960893854775,0.0,0
17,17,551,4,0.0,0.1781741612749496,0.0,0.17391304347826086,0.3076923076923077,0.5698717832565308,0.6128845810890198,0,0.6367901166280111,0.5952381108488355,0.0,0.2222222222222222,0.0,0.09523809523809523,0.0,0.10727978097782273,0.0,0.10526315789473684,0.3125,0.6289682388305664,0.6660714149475098,0,0.562142863869667,0.6492753780406454,0.0,0.13043478260869565,0.0,0.05555555555555555,0.0,0.18786728732554484,0.0,0.1875,0.2666666666666667,0.6329059600830078,0.6696153879165649,0,0.6180555522441864,0.6977777918179829,0.0,0.2,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.25,0.6111111044883728,0.6111111044883728,0,0.6111111044883728,0.7111111283302307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.03165735567970207,0.33333333333333337,0
18,18,595,4,0.0,0.26352313834736496,0.0,0.2631578947368421,0.2777777777777778,0.5763888955116272,0.6187500357627869,0,0.5162499994039536,0.695555567741394,0.0,0.2777777777777778,0.0,0.15151515151515152,0.0,0.0955394632947723,0.0,0.09523809523809523,0.25,0.5567680597305298,0.6010912656784058,0,0.5487036953369776,0.6321839258588594,0.0,0.10344827586206896,0.0,0.05,0.0,0.140028008402801,0.0,0.13793103448275862,0.2666666666666667,0.6111111044883728,0.6499999761581421,0,0.5402777791023254,0.7055555731058121,0.0,0.16666666666666666,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.16666666666666663,0.5444444417953491,0.5444444417953491,0,0.5444444417953491,0.641269862651825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.11359404096834269,0.0,0
19,19,597,4,0.0,0.19658927487319622,0.0,0.1951219512195122,0.33333333333333337,0.6626983880996704,0.6964285373687744,0,0.5423015803098679,0.7632850382639014,0.0,0.2222222222222222,0.0,0.10810810810810811,0.0,0.09240616554505462,0.0,0.09230769230769231,0.21875,0.6268337965011597,0.6641504168510437,0,0.563439150651296,0.6881720615971473,0.0,0.0967741935483871,0.0,0.04838709677419355,0.0,0.140028008402801,0.0,0.13793103448275862,0.2666666666666667,0.6111111044883728,0.6499999761581421,0,0.5402777791023254,0.7055555731058121,0.0,0.16666666666666666,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.25,0.6269841194152832,0.6269841194152832,0,0.6269841194152832,0.684127002954483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.11731843575418999,0.33333333333333337,0
20,20,695,4,0.0,0.19658927487319622,0.0,0.1951219512195122,0.23809523809523814,0.5019841194152832,0.5517857074737549,0,0.5929166674613953,0.652173928592516,0.0,0.2222222222222222,0.0,0.10810810810810811,0.0,0.10969086361906959,0.0,0.10714285714285714,0.21875,0.570643961429596,0.6135795712471008,0,0.6055952608585358,0.7232323397289623,0.0,0.13636363636363635,0.0,0.05660377358490566,0.0,0.18786728732554484,0.0,0.1875,0.2666666666666667,0.6329059600830078,0.6696153879165649,0,0.6180555522441864,0.6977777918179829,0.0,0.2,0.0,0.10344827586206896,0.0,0.21428571428571427,0.0,0.21428571428571427,0.33333333333333337,0.6111111044883728,0.7277777791023254,0,0.7277777791023254,0.7365079522132874,0.0,0.21428571428571427,0.0,0.12,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.2942271880819367,0.0,0
21,21,703,4,0.0,0.1767766952966369,0.0,0.17647058823529413,0.1875,0.545634925365448,0.5910714268684387,0,0.6537036895751953,0.7027777917683125,0.0,0.1875,0.0,0.0967741935483871,0.0,0.11227217828476796,0.0,0.10909090909090909,0.25,0.6198971271514893,0.6579074263572693,0,0.5393055528402328,0.663492080711183,0.0,0.14285714285714285,0.0,0.057692307692307696,0.0,0.18786728732554484,0.0,0.1875,0.2666666666666667,0.6329059600830078,0.6696153879165649,0,0.6180555522441864,0.6977777918179829,0.0,0.2,0.0,0.10344827586206896,0.0,0.2857142857142857,0.0,0.2857142857142857,0.41666666666666663,0.6944444179534912,0.7861111164093018,0,0.7861111164093018,0.7301587462425232,0.0,0.2857142857142857,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666663,0.5888888835906982,0.5888888835906982,0,0.550000011920929,0.6793650984764099,0.0,0.0,0.0,0.0,0,0.3091247672253259,0.0,0
22,22,894,4,0.0,0.1666666666666667,0.0,0.16666666666666666,0.25,0.625,0.6625000238418579,0,0.614814817905426,0.670370383395089,0.0,0.16666666666666666,0.0,0.09090909090909091,0.0,0.10090091909944687,0.0,0.1,0.25,0.5930021405220032,0.6337019205093384,0,0.5530555496613184,0.6650793829134533,0.0,0.11538461538461539,0.0,0.05263157894736842,0.0,0.140028008402801,0.0,0.13793103448275862,0.2666666666666667,0.6111111044883728,0.6499999761581421,0,0.5402777791023254,0.7055555731058121,0.0,0.16666666666666666,0.0,0.07407407407407407,0.0,0.07142857142857142,0.0,0.07142857142857142,0.25,0.5444444417953491,0.5444444417953491,0,0.5444444417953491,0.6777777969837189,0.0,0.07142857142857142,0.0,0.037037037037037035,0.0,0.11952286093343936,0.0,0.11764705882352941,0.38888888888888884,0.5621693134307861,0.6059523820877075,0,0.6372023522853851,0.722222238779068,0.0,0.14285714285714285,0.0,0.0625,0,0.6703910614525139,0.0,0
23,23,895,4,0.0,0.15430334996209194,0.0,0.15384615384615385,0.26315789473684215,0.5067355632781982,0.5560619831085205,0,0.5879629552364349,0.6359788519995553,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0955394632947723,0.0,0.09523809523809523,0.21875,0.6026461720466614,0.6423815488815308,0,0.5752222239971161,0.6835249230779451,0.0,0.10344827586206896,0.0,0.05,0.0,0.140028008402801,0.0,0.13793103448275862,0.2666666666666667,0.6111111044883728,0.6499999761581421,0,0.5402777791023254,0.7055555731058121,0.0,0.16666666666666666,0.0,0.07407407407407407,0.0,0.07142857142857142,0.0,0.07142857142857142,0.25,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.668253983770098,0.0,0.07142857142857142,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.2222222222222222,0.5833333134651184,0.5833333134651184,0,0.550000011920929,0.7155555725097656,0.0,0.0,0.0,0.0,0,0.6722532588454376,0.0,0
